system:index,B11,B12,B2,B3,B4,B8,NDMI,NDVI,class,year,.geo
1_0000000000000000005a,0.26260000467300415,0.2558000087738037,0.08219999819993973,0.09969999641180038,0.12559999525547028,0.20110000669956207,-0.1326288472398355,0.23109890110892553,0,2024,"{""type"":""Point"",""coordinates"":[106.72964943937887,-6.429194326273016]}"
1_0000000000000000005b,0.05310000106692314,0.03020000085234642,0.0828000009059906,0.09440000355243683,0.07339999824762344,0.1168999969959259,0.3752940979764946,0.22858644159517913,0,2024,"{""type"":""Point"",""coordinates"":[106.69010613123692,-6.451436322327605]}"
1_0000000000000000005c,0.16359999775886536,0.08630000054836273,0.06279999762773514,0.0689999982714653,0.05400000140070915,0.2612000107765198,0.22975520493551144,0.6573604104409341,0,2024,"{""type"":""Point"",""coordinates"":[106.9306567966661,-6.682101160721306]}"
1_0000000000000000005d,0.19394999742507935,0.10890000313520432,0.08020000159740448,0.0877000018954277,0.06840000301599503,0.2862499952316284,0.1922115768804974,0.6142675688483336,0,2024,"{""type"":""Point"",""coordinates"":[106.91747569395211,-6.448141046649107]}"
1_0000000000000000005e,0.22699999809265137,0.1829500049352646,0.07635000348091125,0.08720000088214874,0.09624999761581421,0.19300000369548798,-0.08095236726764114,0.3344857584824956,0,2024,"{""type"":""Point"",""coordinates"":[106.63491137839736,-6.5758318644155835]}"
1_0000000000000000005f,0.24050000309944153,0.1895499974489212,0.08669999986886978,0.10194999724626541,0.09629999846220016,0.24779999256134033,0.01494980447833149,0.4402789830028673,0,2024,"{""type"":""Point"",""coordinates"":[106.86228094111256,-6.565946037380094]}"
1_00000000000000000060,0.2439499944448471,0.24560000002384186,0.12200000137090683,0.12530000507831573,0.13570000231266022,0.17225000262260437,-0.1722729272643956,0.11868809782168205,0,2024,"{""type"":""Point"",""coordinates"":[106.74911787457822,-6.455396004063061]}"
1_00000000000000000061,0.24580000340938568,0.23109999299049377,0.1379999965429306,0.14579999446868896,0.15639999508857727,0.22139999270439148,-0.05222605074476942,0.17204870226579697,0,2024,"{""type"":""Point"",""coordinates"":[106.83138828901428,-6.69720859509038]}"
1_00000000000000000062,0.26794999837875366,0.19054999947547913,0.08669999986886978,0.11569999903440475,0.13860000669956207,0.26295000314712524,-0.009417960477034753,0.3096749928982452,0,2024,"{""type"":""Point"",""coordinates"":[107.08458050593,-6.551886491758579]}"
1_00000000000000000063,0.26010000705718994,0.24819999933242798,0.07530000060796738,0.0868000015616417,0.10490000247955322,0.17104999721050262,-0.20654066790034847,0.23971732127286965,0,2024,"{""type"":""Point"",""coordinates"":[106.82069090558707,-6.739106308588559]}"
1_00000000000000000064,0.2223999947309494,0.15970000624656677,0.07159999758005142,0.08969999849796295,0.07959999889135361,0.2759000062942505,0.10736506412448411,0.5521800408987617,0,2024,"{""type"":""Point"",""coordinates"":[106.94015468190996,-6.41548259053367]}"
1_00000000000000000065,0.2581999897956848,0.23149999976158142,0.0714000016450882,0.0851999968290329,0.1096000000834465,0.1949000060558319,-0.13970422493801268,0.2801313768557665,0,2024,"{""type"":""Point"",""coordinates"":[106.66377959861738,-6.587550381984041]}"
1_00000000000000000066,0.18250000476837158,0.1687999963760376,0.11919999867677689,0.121799997985363,0.12139999866485596,0.15209999680519104,-0.09085477531444969,0.1122486239444829,0,2024,"{""type"":""Point"",""coordinates"":[106.61018120395495,-6.447271521943684]}"
1_00000000000000000067,0.3264999985694885,0.3197999894618988,0.17010000348091125,0.18559999763965607,0.1899999976158142,0.19030000269412994,-0.26354488301536066,7.888642599822009E-4,0,2024,"{""type"":""Point"",""coordinates"":[106.54370492545019,-6.371671922683563]}"
1_00000000000000000068,0.24040000140666962,0.2639999985694885,0.12319999933242798,0.131400004029274,0.14380000531673431,0.16040000319480896,-0.1996007916502043,0.05456935375938603,0,2024,"{""type"":""Point"",""coordinates"":[106.79493067880132,-6.493842373345875]}"
1_00000000000000000069,0.32510000467300415,0.3537999987602234,0.12219999730587006,0.12680000066757202,0.13099999725818634,0.1809999942779541,-0.28472635979794486,0.16025640505178035,0,2024,"{""type"":""Point"",""coordinates"":[106.85391566753631,-6.519843391588517]}"
1_0000000000000000006a,0.24529999494552612,0.23579999804496765,0.11739999800920486,0.12319999933242798,0.13600000739097595,0.17299999296665192,-0.17284246729180774,0.11974105350437937,0,2024,"{""type"":""Point"",""coordinates"":[106.79937194345057,-6.52999230558616]}"
1_0000000000000000006b,0.22139999270439148,0.147599995136261,0.07940000295639038,0.09390000253915787,0.07720000296831131,0.30630001425743103,0.16088690625918792,0.5973924406742932,0,2024,"{""type"":""Point"",""coordinates"":[106.81142043449698,-6.519843391588517]}"
1_0000000000000000006c,0.22529999911785126,0.21330000460147858,0.155799999833107,0.16830000281333923,0.17239999771118164,0.2085999995470047,-0.03848813003510891,0.09501312886176208,0,2024,"{""type"":""Point"",""coordinates"":[106.90084770612383,-6.479889846149642]}"
1_0000000000000000006d,0.22190000116825104,0.1671999990940094,0.07400000095367432,0.09510000050067902,0.08320000022649765,0.29179999232292175,0.1360716216475324,0.5562666566424898,0,2024,"{""type"":""Point"",""coordinates"":[106.67560067551005,-6.38535690381659]}"
1_0000000000000000006e,0.21490000188350677,0.1399500072002411,0.06724999845027924,0.08304999768733978,0.0706000030040741,0.2712000012397766,0.1158197880981934,0.5868929073874097,0,2024,"{""type"":""Point"",""coordinates"":[106.96771192642024,-6.452096269283514]}"
1_0000000000000000006f,0.18934999406337738,0.1758500039577484,0.10159999877214432,0.11100000143051147,0.12120000272989273,0.1695999950170517,-0.055021589767761066,0.16643738879694517,0,2024,"{""type"":""Point"",""coordinates"":[106.96964271717638,-6.330224578391784]}"
1_00000000000000000070,0.25745001435279846,0.17900000512599945,0.09714999794960022,0.13779999315738678,0.16130000352859497,0.23559999465942383,-0.04431603142478188,0.18720078475694926,0,2024,"{""type"":""Point"",""coordinates"":[106.89226393659595,-6.604923039688265]}"
1_00000000000000000071,0.1976500004529953,0.18320000171661377,0.08269999921321869,0.09465000033378601,0.09260000288486481,0.16740000247955322,-0.08286535469233093,0.28769230019764097,0,2024,"{""type"":""Point"",""coordinates"":[106.7558823308763,-6.651351199856743]}"
1_00000000000000000072,0.2188500016927719,0.15414999425411224,0.07540000230073929,0.09769999980926514,0.09700000286102295,0.2572000026702881,0.08055876615068469,0.45228683598962727,0,2024,"{""type"":""Point"",""coordinates"":[106.88259214641103,-6.677468154726775]}"
1_00000000000000000073,0.2771500051021576,0.2653999924659729,0.08344999700784683,0.09584999829530716,0.12759999930858612,0.18445000052452087,-0.2008232310391442,0.18218234656734406,0,2024,"{""type"":""Point"",""coordinates"":[106.59435139521521,-6.567199044776112]}"
1_00000000000000000074,0.16279999911785126,0.09200000017881393,0.06589999794960022,0.08349999785423279,0.06390000134706497,0.2240000069141388,0.15822132068743047,0.5560958700001825,0,2024,"{""type"":""Point"",""coordinates"":[106.66302601053934,-6.6794034045839705]}"
1_00000000000000000075,0.24230000376701355,0.1352500021457672,0.0637499988079071,0.09149999916553497,0.0723000019788742,0.32199999690055847,0.141236918375437,0.6332741456538438,0,2024,"{""type"":""Point"",""coordinates"":[106.56049790001745,-6.38535690381659]}"
